Name,StarNameFString,CatalogFString,RightAscenstion,Declination,OptionalVisualMagnitude,Parallax,ProperMotionInDeclination,ProperMotionInRightAscension,RadialVelocity
HR 4697,11    Com,BSC,185.1792,17.7928, 4.74,,0.092,-0.111,42
HR 4090,30    LMi,BSC,156.4787,33.7961, 4.74,,-0.061,-0.07,14
HR 5219,,BSC,207.9479,34.4442, 4.74,0.026,-0.032,-0.019,-44
HR 7426,8    Cyg,BSC,292.9429,34.4531, 4.74,,-0.003,0.001,-22
HR 2011,31Ups Aur,BSC,87.76,37.3056, 4.74,-0.002,-0.047,0.035,38
HR 8047,59    Cyg,BSC,314.9567,47.5211, 4.74,,0.002,0.006,1
HR 399,36Psi Cas,BSC,21.4833,68.13, 4.74,0.013,0.026,0.074,-12
HR 8702,,BSC,341.8708,83.1539, 4.74,-0.018,0.049,0.021,-31
HR 872,Nu  Hyi,BSC,42.6188,-75.0669, 4.75,0.011,-0.027,-0.037,5
HR 5297,,BSC,212.4783,-53.4392, 4.75,0.017,-0.096,-0.146,-16
HR 3226,,BSC,122.8579,-42.9872, 4.75,0.004,0.004,0.004,19
HR 789,,BSC,39.95,-42.8917, 4.75,0.028,-0.027,0.106,18
HR 7188,Zet CrA,BSC,285.7787,-42.0953, 4.75,0.031,-0.049,0.061,-13
HR 5839,4Psi2Lup,BSC,235.6708,-34.7106, 4.75,,-0.029,-0.021,4
HR 850,2Tau2Eri,BSC,42.7596,-21.0042, 4.75,0.031,-0.019,-0.046,-9
HR 740,76Sig Cet,BSC,38.0217,-15.2447, 4.75,0.035,-0.12,-0.07,-29
HR 546,5Gam2Ari,BSC,28.3825,19.2936, 4.75,0.026,-0.104,0.079,-1
HR 4132,,BSC,158.3079,40.4256, 4.75,0.031,0.006,-0.14,9
HR 5350,21Iot Boo,BSC,214.0412,51.3672, 4.75,0.048,0.092,-0.15,-19
HR 8872,34Omi Cep,BSC,349.6562,68.1117, 4.75,0.024,0.016,0.058,-18
HR 3220,,BSC,122.2529,-61.3025, 4.76,0.055,-0.297,-0.158,25
HR 7848,Phi1Pav,BSC,308.895,-60.5817, 4.76,0.026,-0.182,0.068,-20
HR 2762,,BSC,108.6592,-48.2717, 4.76,,0.004,0.004,39
HR 6700,4    Sgr,BSC,269.9483,-23.8161, 4.76,0.01,-0.047,0.001,-18
HR 5068,69    Vir,BSC,201.8633,-15.9736, 4.76,0.059,0.024,-0.119,-14
HR 7773,8Nu  Cap,BSC,305.1658,-12.7592, 4.76,0.021,-0.019,0.019,-2
HR 194,17Phi1Cet,BSC,11.0475,-10.6094, 4.76,0.022,-0.113,-0.009,1
HR 5899,38Rho Ser,BSC,237.8163,20.9778, 4.76,0.015,0.019,-0.053,-62
HR 8796,56    Peg,BSC,346.7783,25.4683, 4.76,0.006,-0.031,0.004,-27
HR 383,90Ups Psc,BSC,19.8667,27.2642, 4.76,0.019,-0.013,0.025,8
HR 1843,25Chi Aur,BSC,83.1821,32.1919, 4.76,,-0.003,-0.002,0
HR 6018,16Tau CrB,BSC,242.2429,36.4908, 4.76,0.031,0.333,-0.053,-19
HR 5982,6Ups Her,BSC,240.6996,46.0367, 4.76,,-0.058,0.059,3
HR 5618,44    Boo,BSC,225.9475,47.6544, 4.76,0.086,0.033,-0.407,-25
HR 918,,BSC,46.385,56.7058, 4.76,0.005,0.067,-0.014,-45
HR 3576,8Rho UMa,BSC,135.6362,67.6297, 4.76,0.014,0.019,-0.021,5
HR 6569,Lam Ara,BSC,265.0983,-49.4156, 4.77,0.044,-0.176,0.078,4
HR 125,Lam1Phe,BSC,7.8542,-48.8036, 4.77,0.027,0.017,0.143,-2
HR 3452,,BSC,130.3046,-47.3169, 4.77,0,0.007,-0.012,17
HR 5364,,BSC,215.1771,-45.1872, 4.77,0.02,-0.08,0.034,0
HR 7652,,BSC,300.8896,-37.9408, 4.77,0.02,-0.092,0.059,-38
HR 5381,51    Hya,BSC,215.7742,-27.7539, 4.77,0.04,-0.112,-0.193,20
HR 3858,,BSC,145.3208,-23.5917, 4.77,,-0.004,-0.028,26
HR 5978,Xi  Sco,BSC,241.0921,-11.3731, 4.77,0.048,-0.029,-0.06,-29
HR 4432,87    Leo,BSC,172.5788,-3.0036, 4.77,0.015,-0.014,0.022,19
HR 248,20    Cet,BSC,13.2521,-1.1442, 4.77,-0.003,-0.017,0.008,16
HR 2503,17    Mon,BSC,101.8325,8.0372, 4.77,0.013,-0.013,-0.026,47
HR 7306,1    Vul,BSC,289.0542,21.3903, 4.77,0.017,-0.009,0,-17
HR 6978,45    Dra,BSC,278.1437,57.0456, 4.77,0.013,-0.006,0.001,-12
HR 9084,The Oct,BSC,0.3988,-77.0658, 4.78,0.017,-0.177,-0.063,24
HR 6417,Zet Aps,BSC,260.4975,-67.7706, 4.78,0.014,-0.006,-0.042,13
HR 3237,,BSC,123.3733,-35.8997, 4.78,,-0.002,0.002,35
HR 6070,,BSC,244.5746,-28.6139, 4.78,0.031,-0.099,-0.028,-13
HR 7822,11Rho Cap,BSC,307.215,-17.8136, 4.78,0.047,-0.021,-0.014,18
HR 1887,,BSC,83.7613,-6.0019, 4.78,0.005,0.002,0.004,28
HR 2037,56    Ori,BSC,88.11,1.855, 4.78,0.005,-0.012,-0.007,10
HR 1427,,BSC,67.6404,16.1939, 4.78,0.053,-0.027,0.107,38
HR 4920,36    Com,BSC,194.7308,17.4094, 4.78,,0.034,-0.039,-2
HR 7739,,BSC,303.8163,25.5919, 4.78,,-0.006,0.008,-7
HR 1551,2    Aur,BSC,73.1583,36.7031, 4.78,,-0.007,-0.027,-17
HR 4380,55    UMa,BSC,169.7829,38.1856, 4.78,0.025,-0.068,-0.057,-3
HR 8001,57    Cyg,BSC,313.3117,44.3872, 4.78,,0.001,0.01,-20
HR 7012,,BSC,281.3621,-64.8714, 4.79,0.035,-0.149,0.027,2
HR 8486,Mu 1Gru,BSC,333.9037,-41.3467, 4.79,0.009,0.022,0.044,-7
HR 3113,,BSC,119.4171,-30.3347, 4.79,0.025,0.007,-0.006,28
HR 3871,The Ant,BSC,146.0504,-27.7694, 4.79,0.053,0.035,-0.047,24
HR 6141,22    Sco,BSC,247.5517,-25.115, 4.79,,-0.022,-0.008,4
HR 2764,,BSC,109.1533,-23.3156, 4.79,0.019,0.002,-0.01,28
HR 1611,64    Eri,BSC,74.9825,-12.5375, 4.79,0.022,-0.091,0.045,-9
HR 3706,26    Hya,BSC,139.9433,-11.975, 4.79,0.023,0.015,-0.03,-2
HR 4902,40Psi Vir,BSC,193.5883,-9.5389, 4.79,0.021,-0.015,-0.024,18
HR 1212,32    Eri,BSC,58.5729,-2.9547, 4.79,0.004,0.002,0.029,27
HR 8551,35    Peg,BSC,336.9646,4.6956, 4.79,0.025,-0.308,0.081,54
HR 4054,40    Leo,BSC,154.9337,19.4708, 4.79,0.052,-0.214,-0.234,7
HR 569,9Lam Ari,BSC,29.4821,23.5961, 4.79,0.028,-0.013,-0.09,-1
HR 8641,43Omi Peg,BSC,340.4392,29.3075, 4.79,0.024,-0.027,-0.004,9
HR 2427,50Psi2Aur,BSC,99.8329,42.4889, 4.79,0.004,-0.058,0.006,17
HR 8468,24    Cep,BSC,332.4517,72.3411, 4.79,0.017,0.003,0.032,-15
HR 4993,Eta Mus,BSC,198.8121,-67.8944, 4.80,,-0.008,-0.041,-8
HR 3709,27    Hya,BSC,140.1208,-9.5558, 4.80,0.022,-0.029,-0.014,25
HR 984,13Zet Eri,BSC,48.9583,-8.8197, 4.80,0.025,0.046,-0.002,-4
HR 1937,49    Ori,BSC,84.7213,-7.2131, 4.80,0.042,-0.053,-0.012,-1
HR 5015,60Sig Vir,BSC,199.4012,5.4697, 4.80,0.011,0.013,-0.005,-27
HR 1380,64Del2Tau,BSC,66.0242,17.4439, 4.80,0.017,-0.038,0.11,39
HR 45,89Chi Peg,BSC,3.6508,20.2067, 4.80,0.015,0,0.093,-46
HR 4954,41    Com,BSC,196.7946,27.6247, 4.80,0.008,-0.07,0.031,-16
HR 179,19Xi  Cas,BSC,10.5162,50.5125, 4.80,,-0.005,0.015,-10
HR 9066,,BSC,359.6033,51.3886, 4.80,,0.009,0.08,21
HR 4716,5    CVn,BSC,186.0063,51.5622, 4.80,0.038,0.013,0.014,-12
HR 1129,,BSC,56.5096,63.345, 4.80,0,-0.013,-0.004,-2
HR 3616,13Sig2UMa,BSC,137.5967,67.1347, 4.80,0.056,-0.074,-0.02,-2
HR 6596,28Ome Dra,BSC,264.2379,68.7581, 4.80,0.045,0.323,0.002,-14
HR 2209,,BSC,94.7117,69.3197, 4.80,0.008,-0.107,0.002,-7
HR 3728,,BSC,140.2367,-62.4047, 4.81,0.017,0.002,-0.013,51
HR 8582,Nu  Tuc,BSC,338.2504,-61.9822, 4.81,0.007,-0.025,0.039,-3
HR 2212,Del Pic,BSC,92.5746,-54.9686, 4.81,,0.005,-0.003,31
HR 6631,Iot2Sco,BSC,267.5467,-40.0906, 4.81,-0.001,-0.008,0.007,-10
HR 105,Eta Scl,BSC,6.9821,-33.0072, 4.81,-0.014,-0.052,-0.019,11
HR 6519,51    Oph,BSC,262.8542,-23.9628, 4.81,0.04,-0.027,0.004,-12
HR 6896,21    Sgr,BSC,276.3375,-20.5417, 4.81,0.013,-0.025,0.006,-12
HR 1617,65Psi Eri,BSC,75.3596,-7.1739, 4.81,,0.008,0.003,25
HR 5409,105Phi Vir,BSC,217.0504,-2.2281, 4.81,0.047,-0.002,-0.139,-10
HR 4789,23    Com,BSC,188.7129,22.6292, 4.81,0.004,0.021,-0.065,-16
HR 5600,41Ome Boo,BSC,225.5271,25.0081, 4.81,0.025,-0.051,-0.007,14
HR 4707,12    Com,BSC,185.6263,25.8461, 4.81,0.014,-0.009,-0.011,1
HR 5490,34    Boo,BSC,220.8558,26.5278, 4.81,0.002,-0.017,-0.013,6
HR 8522,32    Peg,BSC,335.3304,28.3306, 4.81,0.023,0.002,0.018,8
HR 5361,,BSC,214.4992,35.5094, 4.81,,0.016,0.004,-26
HR 7763,34    Cyg,BSC,304.4467,38.0331, 4.81,0.004,-0.004,-0.005,-9
HR 3809,,BSC,143.7658,39.6214, 4.81,,0.022,-0.03,-12
HR 4196,,BSC,160.5583,-64.4664, 4.82,,0.018,-0.026,24
HR 4205,,BSC,161.0287,-63.9611, 4.82,,0.013,-0.019,26
HR 3159,,BSC,120.0833,-63.5675, 4.82,,0.017,0.001,22
HR 4732,,BSC,186.6317,-51.4508, 4.82,,-0.017,-0.044,5
HR 3294,,BSC,125.6317,-48.4903, 4.82,,0.008,-0.013,27
HR 5606,Pi  Lup,BSC,226.28,-47.0511, 4.82,0.009,-0.019,-0.019,5
HR 5651,,BSC,228.2063,-44.5006, 4.82,,-0.028,-0.034,14
HR 8151,The1Mic,BSC,320.19,-40.8097, 4.82,0.012,-0.005,0.069,2
HR 8982,104    Aqr,BSC,355.4408,-17.8164, 4.82,-0.009,0.004,0.015,3
HR 2450,,BSC,99.8196,-14.1458, 4.82,-0.003,-0.004,0.004,29
HR 4163,,BSC,159.3883,-13.3844, 4.82,,-0.032,0.034,-25
HR 8573,57Sig Aqr,BSC,337.6617,-10.6781, 4.82,0.021,-0.03,0.003,11
HR 6318,30    Oph,BSC,255.265,-4.2225, 4.82,0.015,-0.075,-0.041,-7
HR 6093,50Sig Ser,BSC,245.5183,1.0292, 4.82,0.043,0.05,-0.155,-50
HR 1676,15    Ori,BSC,77.425,15.5972, 4.82,0.004,-0.013,0.002,30
HR 7891,29    Vul,BSC,309.6304,21.2011, 4.82,0.002,0.005,0.071,-18
HR 2084,139    Tau,BSC,89.4987,25.9539, 4.82,,-0.002,0,8
HR 6431,68    Her,BSC,259.3312,33.1, 4.82,0.009,-0.003,-0.008,-21
HR 991,,BSC,49.6825,34.2228, 4.82,0.012,-0.006,0.003,2
HR 5901,11Kap CrB,BSC,237.8079,35.6575, 4.82,0.034,-0.347,-0.007,-24
HR 5127,25    CVn,BSC,204.365,36.295, 4.82,0.03,0.027,-0.099,-6
HR 620,58    And,BSC,32.1221,37.8592, 4.82,0.006,-0.044,0.157,8
HR 6254,52    Her,BSC,252.3092,45.9833, 4.82,0.01,-0.055,0.026,-1
HR 244,,BSC,13.2671,61.1242, 4.82,0.066,0.172,-0.071,21
HR 6945,42    Dra,BSC,276.4962,65.5636, 4.82,0.021,-0.023,0.105,32
HR 7180,52Ups Dra,BSC,283.5996,71.2972, 4.82,0.014,0.044,0.049,-7
HR 5321,4    UMi,BSC,212.2121,77.5475, 4.82,0.01,0.034,-0.032,6
HR 1744,The Dor,BSC,78.4392,-67.1853, 4.83,-0.006,0.036,0.019,11
HR 574,,BSC,29.2917,-47.385, 4.83,0.021,0.016,0.103,12
HR 4080,,BSC,155.5817,-41.65, 4.83,0.024,0.056,-0.022,21
HR 2702,,BSC,107.2129,-39.6558, 4.83,,0.002,-0.009,20
HR 1743,Omi Col,BSC,79.3712,-34.8953, 4.83,0.018,-0.337,0.09,21
HR 3282,,BSC,125.3458,-33.0544, 4.83,0.03,0.004,-0.008,33
HR 6628,,BSC,267.2938,-31.7033, 4.83,,-0.015,0.011,-13
HR 7618,60    Sgr,BSC,299.7383,-26.1956, 4.83,0.014,0.033,0.035,-49
HR 7116,32Nu 1Sgr,BSC,283.5425,-22.745, 4.83,0.03,-0.01,0.01,-12
HR 2571,15    CMa,BSC,103.3871,-20.2242, 4.83,,0.004,-0.009,28
HR 4402,14Eps Crt,BSC,171.1525,-10.8594, 4.83,,0.027,-0.028,3
HR 7149,Eta Sct,BSC,284.2654,-5.8461, 4.83,0.039,-0.036,0.066,-93
HR 996,96Kap1Cet,BSC,49.8404,3.3703, 4.83,0.108,0.092,0.271,20
HR 5477,30Zet Boo,BSC,220.2871,13.7283, 4.83,0.009,-0.016,0.053,-6
HR 545,5Gam1Ari,BSC,28.3825,19.2958, 4.83,0.026,-0.112,0.078,4
HR 5972,44Pi  Ser,BSC,240.5737,22.8044, 4.83,0.012,0.028,0.002,-28
HR 5304,12    Boo,BSC,212.5996,25.0917, 4.83,0.042,-0.061,-0.022,11
HR 7064,,BSC,281.5187,26.6622, 4.83,0.023,0.024,0.018,-17
HR 643,60    And,BSC,33.3054,44.2317, 4.83,,-0.016,-0.02,-46
HR 417,48Ome And,BSC,21.9142,45.4067, 4.83,0.03,-0.107,0.351,11
HR 7730,30    Cyg,BSC,303.325,46.8158, 4.83,0.012,-0.001,0.012,-26
HR 3662,18    UMa,BSC,139.0471,54.0219, 4.83,0.042,0.061,0.049,-19
HR 253,26Ups1Cas,BSC,13.7504,58.9728, 4.83,0.006,-0.043,-0.032,-23
HR 6223,18    Dra,BSC,250.2296,64.5892, 4.83,0.009,-0.013,0.001,0
HR 837,Zet Hyi,BSC,41.3858,-67.6167, 4.84,0.009,0.046,0.069,4
HR 2961,,BSC,114.8642,-38.3083, 4.84,,0.004,-0.014,26
HR 8060,22Eta Cap,BSC,316.1013,-19.855, 4.84,0.055,-0.037,-0.034,24
HR 781,83Eps Cet,BSC,39.8908,-11.8722, 4.84,0.072,-0.236,0.146,15
HR 4291,58    Leo,BSC,165.14,3.6175, 4.84,0.007,-0.016,0.014,6
HR 8413,22Nu  Peg,BSC,331.42,5.0586, 4.84,0.014,0.1,0.111,-16
HR 434,98Mu  Psc,BSC,22.5462,6.1439, 4.84,0.018,-0.048,0.294,34
HR 1311,47    Tau,BSC,63.485,9.2636, 4.84,0.029,-0.038,-0.01,-7
HR 6159,29    Her,BSC,248.1512,11.4881, 4.84,-0.012,-0.078,-0.18,3
HR 604,57Gam2And,BSC,30.9779,42.3308, 4.84,0.013,-0.055,0.037,-14
HR 7977,55    Cyg,BSC,312.2346,46.1142, 4.84,0.017,0,0.004,-7
HR 3173,27    Lyn,BSC,122.1142,51.5067, 4.84,-0.009,-0.004,-0.059,11
HR 4112,36    UMa,BSC,157.6567,55.9806, 4.84,0.077,-0.03,-0.176,9
HR 985,,BSC,49.9975,65.6522, 4.84,0.009,-0.013,0.015,-3
HR 4126,,BSC,158.7729,75.7131, 4.84,0.027,-0.003,-0.03,17
HR 4222,,BSC,161.7133,-64.3833, 4.85,,0.012,-0.023,16
HR 8655,Eta Gru,BSC,341.4079,-53.5003, 4.85,0.005,0.014,0.029,28
HR 4933,Xi 1Cen,BSC,195.8883,-49.5272, 4.85,0.012,-0.014,-0.059,0
HR 8644,Rho Gru,BSC,340.875,-41.4144, 4.85,0.03,-0.095,0.006,29
HR 4979,,BSC,198.0133,-37.8031, 4.85,0.053,0.047,-0.385,-15
HR 7292,42Psi Sgr,BSC,288.885,-25.2567, 4.85,0.005,-0.025,0.045,-33
HR 2874,,BSC,112.4642,-23.0244, 4.85,-0.003,-0.006,-0.004,37
HR 565,56    Cet,BSC,29.1675,-22.5269, 4.85,-0.012,-0.029,0.062,27
HR 4515,2Xi  Vir,BSC,176.3212,8.2583, 4.85,0.039,-0.018,0.061,-1
HR 6103,19Xi  CrB,BSC,245.5242,30.8919, 4.85,0.016,0.109,-0.096,-29
HR 1350,53    Per,BSC,65.3883,46.4989, 4.85,,-0.035,0.025,1
HR 8860,8    And,BSC,349.4362,49.0153, 4.85,0.011,0.008,0.037,-8
HR 6237,,BSC,251.3242,56.7819, 4.85,0.046,0.066,0.018,-4
HR 8797,1    Cas,BSC,346.6537,59.4197, 4.85,,0.001,0.009,-9
HR 377,Kap Tuc,BSC,18.9421,-68.8761, 4.86,0.061,0.107,0.399,9
HR 5666,Eps Cir,BSC,229.4121,-63.6106, 4.86,0.004,0.008,0.001,-5
HR 4729,,BSC,186.6288,-63.1225, 4.86,,-0.025,-0.04,27
HR 3414,,BSC,128.8317,-58.0092, 4.86,0.017,0.022,0.042,24
HR 3467,,BSC,130.6062,-53.1139, 4.86,,0.022,-0.015,22
HR 3990,,BSC,152.2346,-51.8111, 4.86,,0.001,-0.01,14
HR 6675,,BSC,269.1975,-44.3422, 4.86,0.017,-0.017,-0.006,45
HR 7515,56    Sgr,BSC,296.5904,-19.7611, 4.86,0.025,-0.089,-0.129,20
HR 9067,27    Psc,BSC,359.6683,-3.5561, 4.86,0.029,-0.072,-0.051,0
HR 6866,74    Oph,BSC,275.2171,3.3772, 4.86,0.019,0.01,0,5
HR 754,78Nu  Cet,BSC,38.9688,5.5933, 4.86,0.002,-0.025,-0.026,5
HR 5480,31    Boo,BSC,220.4117,8.1617, 4.86,0.011,0.003,-0.009,-22
HR 5370,20    Boo,BSC,214.9383,16.3069, 4.86,,0.06,-0.142,-8
HR 1946,126    Tau,BSC,85.3238,16.5339, 4.86,0.014,-0.018,0.008,21
HR 2002,132    Tau,BSC,87.2542,24.5675, 4.86,0.005,-0.023,-0.004,16
HR 1689,11Mu  Aur,BSC,78.3571,38.4844, 4.86,0.023,-0.075,-0.018,21
HR 5002,,BSC,199.3042,-66.7836, 4.87,0.007,-0.014,-0.02,-10
HR 7134,Lam Tel,BSC,284.6154,-52.9386, 4.87,,-0.011,0.01,-2
HR 7152,Eps CrA,BSC,284.6808,-37.1075, 4.87,0.032,-0.105,-0.132,54
HR 7029,,BSC,281.0808,-35.6419, 4.87,,-0.031,0,4
HR 6334,,BSC,256.2058,-34.1228, 4.87,,-0.002,0.008,4
HR 2056,Lam Col,BSC,88.2787,-33.8014, 4.87,0.035,0.033,-0.004,30
HR 6595,58    Oph,BSC,265.8575,-21.6833, 4.87,0.06,-0.043,-0.095,11
HR 1318,39    Eri,BSC,63.5988,-10.2564, 4.87,0.015,-0.162,-0.009,7
HR 4374,53Xi  UMa,BSC,169.5454,31.5292, 4.87,0.137,-0.586,-0.432,-16
HR 660,8Del Tri,BSC,34.2633,34.2242, 4.87,0.093,-0.245,1.154,-6
HR 6555,25Nu 2Dra,BSC,263.0667,55.1731, 4.87,0.035,0.056,0.148,-16
HR 9008,5Tau Cas,BSC,356.7646,58.6519, 4.87,0.014,0.057,0.061,-21
HR 2470,12    Lyn,BSC,101.5587,59.4417, 4.87,0.011,-0.002,-0.023,-3
HR 932,,BSC,47.9846,74.3936, 4.87,0.032,-0.09,0.012,10
HR 7859,Rho Pav,BSC,309.3971,-61.53, 4.88,0.003,-0.072,0.057,8
HR 6682,,BSC,269.4488,-41.7161, 4.88,-0.005,-0.01,-0.015,4
HR 3919,,BSC,148.5513,-25.9325, 4.88,0.031,0.054,-0.18,51
HR 994,15    Eri,BSC,49.5921,-22.5114, 4.88,0.028,0.012,0.018,24
HR 3441,9    Hya,BSC,130.4304,-15.9433, 4.88,0.032,-0.098,0.001,-2
HR 5941,48    Lib,BSC,239.5475,-14.2794, 4.88,,-0.015,-0.012,-6
HR 4828,30Rho Vir,BSC,190.4713,10.2356, 4.88,,-0.091,0.084,2
HR 3003,81    Gem,BSC,116.5308,18.51, 4.88,0.014,-0.058,-0.076,81
HR 1810,114    Tau,BSC,81.9088,21.9369, 4.88,,-0.007,0.002,13
HR 1533,,BSC,72.4775,37.4883, 4.88,0.025,0.04,-0.038,-23
HR 8622,10    Lac,BSC,339.8154,39.0503, 4.88,,-0.005,0.001,-10
HR 390,46Xi  And,BSC,20.585,45.5289, 4.88,0.026,0.009,0.032,-13
HR 6554,24Nu 1Dra,BSC,263.0442,55.1842, 4.88,0.035,0.057,0.147,-15
HR 9071,8Sig Cas,BSC,359.7521,55.755, 4.88,0.006,-0.004,0.009,-13
HR 4134,,BSC,157.8408,-53.7156, 4.89,0.05,0.205,-0.418,20
HR 7952,Zet Ind,BSC,312.3708,-46.2269, 4.89,0.012,0.024,0.04,-5
HR 2746,,BSC,108.3058,-45.1831, 4.89,0.01,-0.099,-0.019,4
HR 5967,,BSC,240.8508,-38.6025, 4.89,,-0.027,-0.016,-2
HR 3433,Zet Pyx,BSC,129.9271,-29.5611, 4.89,0.021,-0.089,-0.02,-32
HR 3556,Del Pyx,BSC,133.8813,-27.6819, 4.89,0.037,-0.102,0.079,5
HR 4162,,BSC,159.3071,-27.4125, 4.89,0.01,0.024,-0.109,17
HR 33,6    Cet,BSC,2.8163,-15.4681, 4.89,0.067,-0.268,-0.077,14
HR 708,72Rho Cet,BSC,36.4875,-12.2906, 4.89,0.029,-0.009,-0.01,10
HR 7873,70    Aql,BSC,309.1817,-2.55, 4.89,0.016,-0.011,0.013,-10
HR 972,58Zet Ari,BSC,48.7254,21.0444, 4.89,0.02,-0.073,-0.028,7
HR 7517,15    Cyg,BSC,296.0692,37.3544, 4.89,0.021,0.035,0.075,-24
HR 223,25Nu  Cas,BSC,12.2087,50.9683, 4.89,,-0.006,0.035,9
HR 6315,19    Dra,BSC,254.0071,65.1347, 4.89,0.062,0.05,0.24,-23
HR 4549,,BSC,177.9633,-65.2061, 4.90,,-0.01,-0.039,21
HR 7424,Iot Tel,BSC,293.8042,-48.0992, 4.90,0.002,-0.038,-0.009,22
HR 7965,Alp Mic,BSC,312.4921,-33.7797, 4.90,0.012,-0.025,0.01,-15
HR 749,Ome For,BSC,38.4613,-28.2325, 4.90,,-0.013,-0.019,10
HR 412,46    Cet,BSC,21.405,-14.5989, 4.90,0.007,-0.018,0.039,-23
HR 7032,Eps Sct,BSC,280.8804,-8.2753, 4.90,0.016,0.008,0.022,-11
HR 2275,,BSC,94.9983,-2.9444, 4.90,-0.001,0.004,-0.013,47
HR 8717,50Rho Peg,BSC,343.8071,8.8158, 4.90,0.006,0.014,0.079,-10
HR 4894,35    Com,BSC,193.3242,21.245, 4.90,0.021,-0.022,-0.047,-7
HR 4924,37    Com,BSC,195.0688,30.785, 4.90,0.016,-0.013,-0.018,-13
HR 2930,71Omi Gem,BSC,114.7913,34.5842, 4.90,0.021,-0.117,-0.037,7
HR 8255,72    Cyg,BSC,323.6942,38.5342, 4.90,0.012,0.099,0.124,-66
HR 2696,63    Aur,BSC,107.9137,39.3206, 4.90,0.023,0.003,0.044,-27
HR 2585,16    Lyn,BSC,104.4046,45.0942, 4.90,0.006,-0.004,-0.021,-8
HR 6200,42    Her,BSC,249.6871,48.9283, 4.90,0.017,0.031,-0.047,-55
HR 5303,Eta Aps,BSC,214.5575,-81.0078, 4.91,,-0.063,-0.031,-9
HR 4583,Eps Cha,BSC,179.9054,-78.2219, 4.91,0.012,-0.002,-0.057,13
HR 6098,Zet TrA,BSC,247.1171,-70.0844, 4.91,0.094,0.108,0.196,9
HR 4523,,BSC,176.6296,-40.5006, 4.91,0.099,0.401,-1.531,15
HR 4874,,BSC,192.6717,-33.9994, 4.91,0.02,-0.02,-0.028,4
HR 5660,1    Lup,BSC,228.6554,-31.5192, 4.91,0.014,0.001,-0.005,-23
HR 1621,,BSC,75.3567,-20.0519, 4.91,,-0.015,0.034,24
HR 4171,Phi3Hya,BSC,159.6458,-16.8767, 4.91,0.014,0.027,-0.097,18
HR 5301,,BSC,212.7104,-16.3019, 4.91,0.012,-0.006,0.006,18
HR 7831,69    Aql,BSC,307.4125,-2.8856, 4.91,0.021,-0.021,0.073,-23
HR 1437,45    Eri,BSC,67.9696,-0.0439, 4.91,-0.009,-0.009,0.003,17
HR 1963,51    Ori,BSC,85.6192,1.4747, 4.91,0.015,-0.015,-0.058,88
HR 2010,134    Tau,BSC,87.3871,12.6511, 4.91,,-0.024,-0.02,18
HR 6355,60    Her,BSC,256.3446,12.7408, 4.91,0.022,-0.01,0.051,-4
HR 5201,6    Boo,BSC,207.4283,21.2642, 4.91,,0.017,0.024,-3
HR 7939,30    Vul,BSC,311.2188,25.2706, 4.91,0.006,-0.182,-0.028,31
HR 788,12    Per,BSC,40.5621,40.1939, 4.91,0.043,-0.186,-0.019,-23
HR 2289,46Psi1Aur,BSC,96.2246,49.2881, 4.91,0.007,-0.001,-0.002,5
HR 8926,,BSC,352.5083,58.5489, 4.91,0.006,0.005,0.02,-13
HR 8383,,BSC,329.1629,63.6256, 4.91,0.004,-0.004,-0.005,-19
HR 3582,,BSC,134.2433,-59.2294, 4.92,,0.007,-0.009,27
HR 4989,,BSC,198.5617,-59.1033, 4.92,0.053,-0.157,-0.265,-65
HR 5371,,BSC,215.6542,-58.4594, 4.92,0.024,0.013,-0.052,15
HR 5489,,BSC,221.2467,-35.1919, 4.92,0.019,-0.004,0.003,-5
HR 8447,15Tau PsA,BSC,332.5367,-32.5483, 4.92,0.053,0.013,0.434,-15
HR 5985,8Bet2Sco,BSC,241.3604,-19.8019, 4.92,,-0.02,-0.019,-4
HR 5586,19Del Lib,BSC,225.2433,-8.5189, 4.92,0.02,-0.005,-0.063,-39
HR 2701,20    Mon,BSC,107.5571,-4.2372, 4.92,0.03,0.215,0,79
HR 7956,,BSC,311.795,34.3742, 4.92,0.005,0.004,0.047,-23
HR 4997,,BSC,198.4292,40.1528, 4.92,0.004,0.015,-0.048,-21
HR 7137,,BSC,283.3067,50.7083, 4.92,0.024,-0.025,0.005,8
HR 7619,24Psi Cyg,BSC,298.9075,52.4389, 4.92,0.005,-0.03,-0.037,-10
HR 4142,,BSC,157.7583,-73.2217, 4.93,,-0.001,-0.017,11
HR 4823,,BSC,190.4858,-59.6858, 4.93,,-0.002,-0.025,13
HR 2672,,BSC,105.9737,-49.5839, 4.93,0.02,0.146,-0.045,27
HR 2462,,BSC,99.6567,-48.2203, 4.93,0.012,0.012,0.008,28
HR 3520,,BSC,132.4487,-45.3081, 4.93,0.012,0.01,-0.01,5
HR 1302,Del Hor,BSC,62.7108,-41.9936, 4.93,0.012,0.063,0.196,37
HR 7226,Gam CrA,BSC,286.6046,-37.0633, 4.93,0.054,-0.274,0.096,-52
HR 2148,17    Lep,BSC,91.2462,-16.4844, 4.93,0.032,-0.001,-0.006,20
HR 3122,27    Mon,BSC,119.9337,-3.6797, 4.93,0.008,-0.003,-0.054,-29
HR 5634,45    Boo,BSC,226.8254,24.8692, 4.93,0.064,-0.165,0.185,-7
