---,StarNameFString,CatalogFString,StarNumberInt,RightAscenstion,Declination,ProperMotionInRightAscension,ProperMotionInDeclination,Parallax,RadialVelocity,OptionalVisualMagnitude
HR2462,,BSC,0,99.6567,-48.2203,0.008,0.012,0.012,28,4.93
HR3520,,BSC,0,132.4487,-45.3081,-0.01,0.01,0.012,5,4.93
HR1302,Del Hor,BSC,0,62.7108,-41.9936,0.196,0.063,0.012,37,4.93
HR7226,Gam CrA,BSC,0,286.6046,-37.0633,0.096,-0.274,0.054,-52,4.93
HR2148,17    Lep,BSC,0,91.2462,-16.4844,-0.006,-0.001,0.032,20,4.93
HR3122,27    Mon,BSC,0,119.9337,-3.6797,-0.054,-0.003,0.008,-29,4.93
HR5634,45    Boo,BSC,0,226.8254,24.8692,0.185,-0.165,0.064,-7,4.93
HR8997,78    Peg,BSC,0,355.9979,29.3617,0.071,-0.037,0.018,-7,4.93
HR7192,15Lam Lyr,BSC,0,285.0038,32.1456,0.013,0.013,-0.003,-16,4.93
HR1343,54    Per,BSC,0,65.1025,34.5667,-0.025,-0.005,,-27,4.93
HR882,24    Per,BSC,0,44.7654,35.1831,-0.046,0.006,,-36,4.93
HR7708,28    Cyg,BSC,0,302.3567,36.8397,0.005,0.014,,-14,4.93
HR4931,78    UMa,BSC,0,195.1825,56.3664,0.114,-0.009,0.034,-10,4.93
HR4499,,BSC,0,175.2233,-62.09,-0.02,0.008,0.025,14,4.94
HR6024,Kap Nor,BSC,0,243.3696,-54.6306,-0.002,-0.024,0.022,-14,4.94
HR7673,Xi  Tel,BSC,0,301.8467,-52.8808,-0.014,0.008,0.014,36,4.94
HR2934,,BSC,0,113.9154,-52.5339,0.024,-0.016,0.012,62,4.94
HR6155,Mu  Nor,BSC,0,248.5208,-44.0453,0.005,-0.004,,9,4.94
HR3682,,BSC,0,138.9029,-38.57,-0.068,-0.013,0.027,2,4.94
HR4314,Chi1Hya,BSC,0,166.3329,-27.2936,-0.188,-0.004,0.043,17,4.94
HR5497,54    Hya,BSC,0,221.5004,-25.4431,-0.15,-0.104,0.049,-13,4.94
HR3862,,BSC,0,145.56,-23.9156,-0.395,0.26,0.08,34,4.94
HR3923,,BSC,0,148.7175,-19.0094,-0.047,-0.037,0.011,50,4.94
HR2959,,BSC,0,115.0967,-15.2636,-0.01,-0.022,0.005,0,4.94
HR9103,3    Cet,BSC,0,1.1254,-10.5094,-0.005,-0.011,0.016,-42,4.94
HR5723,31Eps Lib,BSC,0,231.0496,-10.3222,-0.067,-0.154,0.035,-10,4.94
HR6031,15Psi Sco,BSC,0,243,-10.0642,-0.001,-0.014,0.02,-6,4.94
HR5535,11    Lib,BSC,0,222.7542,-2.2992,0.084,-0.123,0.016,83,4.94
HR8911,8Kap Psc,BSC,0,351.7333,1.2556,0.089,-0.097,0.04,-3,4.94
HR5105,78    Vir,BSC,0,203.5329,3.6589,0.044,-0.024,0.021,-12,4.94
HR5475,29Pi 1Boo,BSC,0,220.1817,16.4183,0.015,0.015,0.002,-1,4.94
HR1329,50Ome2Tau,BSC,0,64.315,20.5786,-0.044,-0.058,,16,4.94
HR1739,109    Tau,BSC,0,79.8192,22.0964,0.012,-0.083,0.01,19,4.94
HR4883,31    Com,BSC,0,192.9246,27.5406,-0.012,-0.008,0.011,-1,4.94
HR3149,Chi Gem,BSC,0,120.8796,27.7942,-0.026,-0.042,0.016,-11,4.94
HR642,6    Tri,BSC,0,33.0929,30.3031,-0.064,-0.063,0.004,-18,4.94
HR1592,4Ome Aur,BSC,0,74.8142,37.8903,0.04,-0.101,0.005,5,4.94
HR7613,22    Cyg,BSC,0,298.9654,38.4867,0,0.002,,-30,4.94
HR477,53Tau And,BSC,0,25.145,40.5769,0.013,-0.025,,-14,4.94
HR8699,15    Lac,BSC,0,343.0083,43.3125,0.11,0.029,0.021,-17,4.94
HR184,20Pi  Cas,BSC,0,10.8671,47.0247,-0.02,-0.034,0.023,13,4.94
HR4795,6    Dra,BSC,0,188.6833,70.0219,-0.032,0,,5,4.94
HR2608,,BSC,0,104.0667,-48.7211,0.006,0.01,-0.003,22,4.95
HR4958,45Psi Hya,BSC,0,197.2637,-23.1181,-0.024,-0.036,0.012,-19,4.95
HR2128,3    Mon,BSC,0,90.46,-10.5981,-0.007,0,0.003,39,4.95
HR7446,39Kap Aql,BSC,0,294.2229,-7.0275,0.003,-0.004,,-19,4.95
HR1952,,BSC,0,85.2108,-1.1289,-0.012,-0.006,,26,4.95
HR1789,25Psi1Ori,BSC,0,81.1867,1.8464,0.001,0.001,,19,4.95
HR4418,84Tau Leo,BSC,0,171.9842,2.8561,0.018,-0.012,0.034,-9,4.95
HR7724,67Rho Aql,BSC,0,303.5692,15.1975,0.057,0.057,0.023,-23,4.95
HR2198,69    Ori,BSC,0,93.0137,16.1306,0.009,-0.014,,22,4.95
HR6868,106    Her,BSC,0,275.0746,21.9614,0.017,-0.056,0.016,-33,4.95
HR7565,12    Vul,BSC,0,297.7671,22.61,0.028,-0.017,,-31,4.95
HR4667,7    Com,BSC,0,184.0854,23.9453,-0.027,-0.007,0.006,-28,4.95
HR4733,14    Com,BSC,0,186.6004,27.2683,-0.013,-0.008,0.014,-4,4.95
HR1348,52Phi Tau,BSC,0,65.0888,27.3508,-0.025,-0.08,,3,4.95
HR483,,BSC,0,25.4467,42.6136,0.809,-0.154,0.081,4,4.95
HR1002,32    Per,BSC,0,50.3604,43.3294,-0.063,-0.006,0.026,-7,4.95
HR9003,20Psi And,BSC,0,356.5088,46.4203,0.011,-0.005,0.001,-25,4.95
HR7844,45Ome1Cyg,BSC,0,307.5146,48.9517,0.013,0.008,,-22,4.95
HR8726,,BSC,0,344.1083,49.7336,0.003,-0.002,-0.001,-10,4.95
HR5960,,BSC,0,239.4475,54.7497,-0.15,0.11,0.022,-11,4.95
HR4765,4    Dra,BSC,0,187.5279,69.2011,-0.059,-0.052,0.016,-13,4.95
HR6116,21Eta UMi,BSC,0,244.3763,75.7553,-0.085,0.252,0.043,-10,4.95
